RA DEC rmag
210.4224850660468 1.504056788789122 16.893939971923828
224.21572127516546 -0.03723752655010439 18.795373916625977
211.9584079813431 -0.0765062606184142 17.83722686767578
214.2989011503836 4.208555709687955 17.483394622802734
215.473760318435 -1.9928691967593077 19.22186851501465
216.811608847753 -1.1005376445558972 19.75741958618164
226.6698631111333 0.97378259418022 18.75090980529785
215.67057583228765 0.5503735205250229 19.975635528564453
226.58877551142783 1.59453873935944 18.340951919555664
200.45134345657738 2.1026925890592123 18.14250946044922
217.0497549940549 -1.604753573847611 18.82164764404297
201.5212551727242 3.602755747257823 16.132568359375
222.29038491352287 -1.6800294700443827 19.980621337890625
211.03005175969977 4.175219529118214 19.881349563598633
221.01714205141505 4.6424662335727165 18.719179153442383
221.6237375099666 3.2393209406320005 18.78231430053711
215.24406918605632 0.2535906340692639 19.80367088317871
225.68301295645006 2.0844808625853712 17.178497314453125
216.25284288690884 0.6563382421734785 19.168704986572266
215.81600296879432 2.5489365542088462 17.565614700317383
208.41518237575903 0.9687032373353147 15.793845176696777
221.30197245513523 1.6804848366313898 16.303544998168945
208.66293829675146 2.5699803188367394 16.972942352294922
220.03314416848622 -0.15580662076833016 18.144145965576172
218.93635970307892 -0.5196733754359268 16.83411979675293
200.93224581243572 2.7050887382203292 18.10272979736328
212.48683303670492 -0.4424576370675928 19.60584831237793
215.86976439173583 -1.2514645590835185 16.242597579956055
205.16537819421646 -0.5753164347785058 16.971912384033203
223.699895230533 0.9150512864712853 17.75259780883789
223.8049719267219 1.6308961889897355 19.895174026489258
222.41903884200414 3.860152848313299 19.983051300048828
216.5134607505097 4.416360136908461 17.21156120300293
227.33660670464624 -1.0243791876636126 18.527311325073242
219.19249725136058 2.789916883716443 18.40550422668457
218.00230424830707 -0.43092385262710736 19.679962158203125
227.13843951020007 1.9589807963891879 19.38780403137207
226.0302714043237 -0.18470842071108834 19.86331558227539
212.03615805844228 -1.378689476130264 18.980648040771484
221.42585643846004 -1.9497657362752312 19.76032257080078
219.77893354499548 1.1615555513491942 15.536091804504395
210.4598561439808 1.5229378654370473 19.51760482788086
212.87795404879594 1.3357124991565974 18.871788024902344
201.2509017537168 -0.3799714252096227 19.603126525878906
224.15717000048227 4.584427749574287 18.44204330444336
211.76120018544535 2.882543350315725 17.080896377563477
221.63713863997393 1.2864044523773466 19.69788360595703
226.26838205785307 -1.0956155418041285 17.86054039001465
201.13227362941225 4.366707550815772 18.999025344848633
209.18925598946464 4.2489166198890755 17.986406326293945
222.69061472009304 -1.837549638900783 18.29564666748047
207.79600267996295 -1.9921877920578972 19.285587310791016
209.02638794227454 4.964294196058066 16.283737182617188
206.77992578736547 -1.8725801074100685 17.833385467529297
206.89188043269942 4.598340280520287 17.560443878173828
200.61924899640854 3.389658420311954 19.176891326904297
217.02363512858494 3.6568158655943206 18.768056869506836
215.46167701824044 3.8950333069426626 18.40180778503418
228.82186745194008 4.9541256029432255 17.841970443725586
216.53452230265896 0.5386911873855259 19.119014739990234
229.26820403992943 2.453516131706711 16.054779052734375
207.31455042072795 -1.1907260167957698 16.97125244140625
218.09735023953832 -0.9807574069652275 19.879058837890625
215.8568132606523 0.3931771496225778 19.623836517333984
229.4005289614243 0.07395369291002972 18.398160934448242
203.43220343236905 -1.435675174599472 19.089330673217773
211.8634470790832 4.746252087905255 18.970449447631836
210.65116875940535 0.058041730475047945 19.669292449951172
221.7732249608661 0.9501717535570068 18.128585815429688
209.03186438824983 -0.38195420024293036 19.914653778076172
209.44480550995294 0.9886659889622087 17.340961456298828
207.2407736911211 3.814212548871247 19.485782623291016
210.09676011841822 2.691732553046222 17.83037757873535
201.96224534728495 1.866618434626817 16.858741760253906
209.246933565058 -0.34692028017462184 16.516056060791016
220.50266924975207 1.6204929081343509 19.297039031982422
222.23126603953438 -0.8746919556547917 18.37918472290039
213.8493078142615 -0.01937323986965056 16.23126792907715
215.29531164614525 -1.0404602972989239 19.524030685424805
217.5227230562552 -1.3652004537722653 18.360315322875977
201.5258500881146 -1.2058967436463497 19.155357360839844
205.070028251913 2.0195532347431846 16.643741607666016
221.66532581643276 -0.32987660114634826 16.82064437866211
215.9540155955132 -1.6094034835307403 18.431787490844727
215.37120478596628 -1.2205953956860702 13.682106971740723
205.72717097063773 3.5702890715571547 19.408132553100586
228.44539905608377 4.132709736658108 19.555458068847656
202.98267581122045 1.728442644332079 17.932477951049805
215.97402475069416 0.5050944556694285 19.395305633544922
209.07182388879914 1.4865027606351868 19.681503295898438
200.33608322787003 -0.5976952903713004 19.301156997680664
201.02468850451714 4.2870364580965985 19.514636993408203
215.48615254326023 -1.9640436712831981 19.721399307250977
228.76335340442753 4.920101072475219 19.227930068969727
203.67897454727031 3.4698133721567035 16.682397842407227
216.88647940820618 0.5168237417215387 18.04224395751953
225.06619500482762 4.255821281976738 18.578582763671875
228.81555625116664 0.788834917184868 18.155269622802734
207.62611604768892 4.0237803519318405 18.93352508544922
217.43847523401007 0.8143830562440624 18.298986434936523
228.97954688862984 0.809170449357077 19.399185180664062
219.17922706221285 2.8256120752372604 19.629850387573242
218.16720956751817 2.2967991437919166 17.216472625732422
212.0195973269317 -1.5309193775806302 19.474815368652344
210.35679122556238 1.5344578636550463 19.303274154663086
214.527941596091 1.1331823556220622 19.00935935974121
205.72180599906073 2.4415293005951813 19.381864547729492
226.86884711681228 4.9173513988691235 16.278030395507812
204.13504535792043 4.06137762177489 17.09162139892578
216.75111885671248 3.034012414463152 16.656394958496094
225.9265176146734 1.905479296072422 19.219743728637695
215.88522323240156 4.78641167511047 19.277732849121094
205.50409413993057 -0.040514548203742354 17.563907623291016
209.8762948931092 4.805267584734319 19.910722732543945
223.69659354044262 0.45454877364130936 19.403751373291016
208.64003804488962 -1.4868613074018666 19.48775291442871
213.06529591347686 2.3706583874367833 16.52289581298828
217.53026833242353 -1.3679029469504476 19.27911949157715
201.44865577579552 4.433722972744323 18.804521560668945
226.03081975644443 1.2374737341911828 18.43893051147461
203.45217241121244 3.636327700240374 19.66592025756836
217.56962535544437 1.408538048422606 19.67046356201172
219.88041325436848 2.8213000383827644 19.456979751586914
215.23058005134774 3.2470304011231503 18.303340911865234
209.5640317897475 1.1666614780208264 16.286170959472656
217.3899429029348 -1.155521042954711 18.688945770263672
216.52809220041928 0.6204055685940878 18.401582717895508
214.87703174248534 -0.01878023248371636 19.722902297973633
212.98980721946114 2.711602914909191 17.6757755279541
223.4748066701989 3.5442524563608333 19.437000274658203
209.00470402751645 4.983330322609562 18.561887741088867
212.35544388717864 -0.9103268568230939 18.74039077758789
208.6678724882567 -1.4628867547093838 19.07184410095215
208.20852788174403 -1.0955269875205247 18.56290626525879
218.78644328876356 3.102706505689409 16.11705207824707
202.7307211643756 3.2135814091854193 18.210691452026367
226.62385270481218 1.5711027933412487 18.4620418548584
215.2704564854919 3.287010494391204 16.133594512939453
203.73001667627338 -0.5083482691620664 19.244182586669922
203.65008816630572 -0.6584552287925952 19.914318084716797
206.12199250388696 0.7140997129614235 19.292598724365234
211.78625430668154 2.975423261586151 19.824506759643555
201.5536843540048 -1.1683055445370671 18.671550750732422
225.45826680071144 -0.17381122887053732 18.783151626586914
226.01097953973166 1.207381882615037 18.24507713317871
229.56525874074111 0.9345327511012298 18.907527923583984
225.10620851654878 1.615348538407455 17.512968063354492
223.64838256339763 2.958143189227733 15.185486793518066
205.425501208375 2.04035687927093 16.189010620117188
206.4099027904844 0.6968158668614879 15.365652084350586
219.16151271858558 0.49322746051052746 18.6820068359375
226.8890594114901 3.040380264509171 18.463871002197266
223.57430382880844 3.8170997340244526 19.809425354003906
226.35376842356325 -0.6793981644109952 16.974395751953125
224.2496211307815 2.748362742821788 18.486888885498047
216.93550786626366 3.165924769295386 17.73490333557129
212.77521783313526 2.00732855400416 18.353513717651367
213.87717852188666 -0.14232795200003795 17.776824951171875
211.28469424243673 -0.46386447634183875 17.102336883544922
213.38273052325047 -0.8376465786282334 19.554264068603516
208.21074383328124 -1.1428722747699764 18.616493225097656
223.81231816948372 -1.6310467240564261 18.549074172973633
224.60892515221832 2.024121097947799 18.282546997070312
226.5877538293156 1.6033097957760387 17.89325714111328
212.99531090263554 2.415726271633959 19.95363426208496
216.17322022868697 0.5821812343428977 19.825727462768555
217.7965389312957 4.145872966712244 18.436382293701172
200.1802211412738 4.123129801465537 17.23522186279297
201.4131554978053 0.2655013160942893 17.034595489501953
224.08796408980353 3.425830739696189 19.782926559448242
203.206857352032 -1.11070518424948 19.65024757385254
228.20734237526872 0.6931131873442373 19.30828285217285
217.4460498482147 3.4186377755830475 16.942344665527344
202.0633557310307 -1.425552020962523 17.982553482055664
202.47455703020438 4.183154065461505 19.447385787963867
225.02126494394523 1.8760968245947345 19.654109954833984
223.67341025869192 0.9159192127082413 15.692709922790527
214.43361303196025 1.0348823261635416 17.091421127319336
216.90668694645282 -1.1524100915740787 19.435253143310547
226.77459798128015 1.5567272248265929 13.438090324401855
214.4538004324579 2.0771194896554595 18.825218200683594
200.15547834426752 4.8364566355132315 18.95962142944336
207.29358558341485 2.0341089867685924 15.519754409790039
226.38743105264672 2.9193869167755815 17.970190048217773
207.76014298342733 0.18068188243218744 18.91780662536621
213.88171024358354 0.32386889216453985 17.432037353515625
200.06014592641634 1.7525390166404262 17.890159606933594
211.35775138865537 -0.062138130588934214 18.05634307861328
212.3820137755149 2.8084199454047893 17.869020462036133
212.43624380683417 1.256755092955392 19.71722984313965
218.16251745548337 -1.3512276755526105 18.99971580505371
202.47270516983917 0.5927661581713846 19.43971824645996
220.90685797291624 1.4549459324372302 19.117774963378906
228.93702309248704 1.2638886317863909 19.40081787109375
229.27456625043814 -1.2047822085496296 17.277990341186523
217.22057510588093 -0.9483431915328523 19.17197036743164
207.77525825030642 3.2662475200099905 19.69552230834961
200.19519908696228 2.9537874333185288 19.19189453125
215.0784660025959 3.9499591979599105 16.156185150146484
208.36130806469384 3.6305811388874387 18.937612533569336
